일자,시간,장소,대상,계,내역,집행방법,
2020-06-03,13:13,이즈미,6,지역국회의원 보좌진 등,154000,지역현안 해소방안 협의를 위한 지역 국회의원 보좌진과 오찬 간담,카드
2020-06-03,12:32,정가붕어찜,6,인천신용보증재단 관계자 등,80000,소상공인 복합클러스터 조성 추진방안 협의를 위한 관계자와 간담,카드
2020-06-04,18:17,경복궁,19,질병관리본부 등,475000,코로나19 지역사회 확산 차단을 위한 컨퍼런스 개최에 따른 관계자와 간담,카드
2020-06-04,21:09,명태어장,8,종교시설 점검 관계자 등,214000,코로나19  대응에 따른 종교시설 현장점검 논의를 위한 업무 협의,카드
2020-06-04,21:41,이진만산참치,8,교육협력관 등,210000,도림고등학교 이전부지 활용방안 협의를 위한 관계자와 간담,카드
2020-06-08,21:03,포항집,6,기자단 등,160000,코로나19 장기화 및 소규모 집단감염 지속 발생에 따른 예방 홍보를 위한 기자단과 간담,카드
2020-06-10,20:12,장봉배터집,6,인천문화재단 대표 등,164000,인천문화재단 임시휴관 종료 대비 방역사항 점검 및 재단운영 관련 현안 협의를 위한 관계자와 간담,카드
2020-06-11,12:09,사곶냉면,6,청사방호 관계자 등,80000,각종 집회 및 시위에 따른 청사방호 관계자와 간담,카드
2020-06-11,12:25,이화찹쌀순대,6,남동경찰서 관계자 등,74000,청사내 집단민원 발생에 따른 청사방호태세 확립 방안 협의를 위한 경찰관서 관계자와 간담,카드
2020-06-12,21:01,가문의족보,4,시험장 설치 관계자 등,75000,2020년 하반기 지방직 채용 시험에 따른 시험장 설치 및 방역관리 관계자와 간담,카드
2020-06-12,20:47,연탄구이,7,남동구 지역 시의원 등,142000,남동구 지역 현안 청취를 위한 지역 시의원 등 관계자와 간담,카드
2020-06-15,19:33,신선화로,4,남북교류 관계자 등,77700,접경지역 주민 보호를 위한 대북전단 살포행위 방지대책 수립을 위한 관계자 등과 간담,카드
2020-06-15,21:02,스위트램,4,서구지역 시의원 등,111000,서구지역 현안청취를 위한 시의원 등과의 간담,카드
2020-06-15,14:27,대인32번,29,29개 시험장,957000,2020년도 지방공무원 임용 필기시험에 따른 시험장 임차에 협조한 기관에 대한 감사 격려 물품 제공,카드
2020-06-16,21:02,옛정,6,단체교섭 관계자 등,148000,공무원 노조와의 단체교섭 추진을 위한 관계자와 간담,카드
2020-06-18,22:23,수라,7,인사 관계자 등,190000,2020년도 상반기 정기인사에 따른 인사고충 반영 범위 등 논의를 위한 관계자와 간담,카드
2020-06-19,20:21,옛정,15,문화예술진흥위원회 위원 등,300000,문화에술 발전방안 논의를 위한 문화예술진흥위원회 위원과 간담,카드
2020-06-19,12:11,대도가,4,스마트도시조성 관계자 등,48000,GIS 플랫폼을 활용한 행정협업 확산 방안 협의를 위한 관계자와 간담,카드
2020-06-19,11:40,북경,5,철도정책 담당 등,58000,제2차 도시철도망 구축계획 보고 관련 철도정책 관계자와 간담,카드
2020-06-23,21:13,전라도밥상,4,사회복지시설 관계자 등,65000,사회복지시설 종사자 처우개선 방안 협의를 위한 관계자와 간담,카드
2020-06-24,8:55,홍루이젠,,"삼산면사무소, 삼산파출소",416000,대북 접경지역 치안유지 현장 방문에 따른 유관기관 격려위한 간식 구입,카드
2020-06-26,20:46,착한에프씨,12,청사방호 관계자 등,330000,지하도상가 집회에 따른 청사방호 대책 논의를 위한 경찰청 관계자와 간담,카드
2020-06-25,20:04,우렁찬 명품한우,18,지역건설사 관계자 등,454800,포스트 코로나 대비 지역건설사업 활성화 방안에 대한 논의를 위한 관계자와 간담,카드
2020-06-29,12:59,연참치,3,인천신용보증재단,75000,루원시티 내 소상공인 복합클러스터 조성 관련 현안협의를 위한 관계자와 간담,카드
2020-06-29,12:30,경복궁,11,해양수산부 관계자 등,290000,내항 1.8부두 우선 개방 추진 협의를 위한 해양수산부 관계자와 간담,카드
2020-06-30,11:57,황해도손칼국수,4,청사재배치 관계자 등,34000,2020년 하반기 조직개편에 따른 청사재배치 업무 협의를 위한 관계자와 간담,카드
2020-06-30,20:36,명가,12,평생교육 관계자 등,236000,평생학습 현황 및 문제점 진단을 위한 평생교육 관계자와 의견청취 및 논의를 위한 간담,카드
2020-06-30,12:51,소래포구해남수산,18,상생협의회 관계자 등,270000,지하도상가 상생협의회 회의 개최 후 협의회 위원과 간담,카드
,,,,,,,
2020-05-01,황소야,7,확인평가담당 등,194000,민선7기 공약사항 이행사항 점검 및 이행방안 협의를 위한 관계자와 만찬 간담,카드,
2020-05-04,인천대공원,,인천대공원 직원,500000,사회적 거리두기 실천에 따른 주요현장 방문 의견청취 및 관계자 격려위한 격려금 지출,현금,
2020-05-06,,4,경조사(000 외 3명),200000,시 소속 상근직원(000 외 3명)에 대한 경조사 비용,현금,
2020-05-06,연참치,23,시민정책담당관 등,345000,시정운영 관련 갈등 발생 해소방안 등에 대한 의견청취를 위한 관계자와 간담,카드,
2020-05-06,경복궁 구월점,8,보건의료정책과장 등,209000,코로나19 대응에 따른 관계직원 격려 및 대응방안 논의를 위한 관계자와 간담,카드,
2020-05-06,오형제삼겹살,8,민생현장 방문 담당자 등,202000,코로나19 대응에 따른 민생현장 방문 일정 논의를 위한 관계자와 간담,카드,
2020-05-06,일피노,6,사회재난담당 등,128700,코로나19 관련 지시사항 점검 및 확산방지 논의를 위한 관계자와 간담,카드,
2020-05-11,,4,경조사(000 외 3명),200000,시 소속 상근직원(000 외 3명)에 대한 경조사 비용,현금,
2020-05-11,홈플러스,50,상황근무자 등,492050,코로나19 대응관련 재난상황실 근무자 격려를 위한 간식 구입,카드,
2020-05-12,사곶냉면,14,방호 관계자 등,134500,집단민원 발생에 따른 청사방호 근무자 격려를 위한 오찬 간담,카드,
2020-05-13,우성꽃화원,,상근직원 등,400000,2020년 4월중 상근직원 등 조사 시 관내지역에 설치한 근조기 설치 비용,카드,
2020-05-13,,1,경조사(000),-50000,시 소속 상근직원(000)에 대한 경조사 비용 반납,현금,
2020-05-16,본도시락,40,상황근무자 등,400000,코로나19 대응에 따른 주말 재난안전상황실 근무자 격려위한 간식 구입,카드,
2020-05-18,청실홍실,6,코로나대응추진담당 등,62000,코로나19 지역사회 감염 확산에 따른 대응방안 논의를 위한 관계자와 간담,카드,
2020-05-18,,2,경조사(000 외 1명),100000,시 소속 상근직원(000 외 1명)에 대한 경조사 비용,현금,
2020-05-19,연참치,23,소통기획담당 등,345000,코로나19 지역사회 감염 확산 방지를 위한 각종 언론매체를 활용한 예방 등 추진부서 격려,카드,
2020-05-19,정가네손두부집,9,영상촬영담당 등,93000,코로나19 방역현장 영상촬영 등 시정홍보에 노고가 많은 관계부서 직원 격려,카드,
2020-05-20,본도시락,12,보건의료정책과장 등,149500,이태원 클럽 방문 학원강사와 관련된 코로나19 지역사회 감염 방지를 위한 긴급점검회의 간담,카드,
2020-05-20,벽전도예,,,2450000,"시책사업 협력 증진 내방객, 주요행사 참석 인사, 타기관 방문에 따른 기념품 구입",카드,
2020-05-21,연중반점,22,재산관리담당관 등,478000,코로나19 장기화에 따른 공유재산 임차인 경제부담 완화를 위한 관계부서와 간담,카드,
2020-05-25,스시웨이,4,송도사업본부장 등,75000,송도워터프론트 사업 추진상황 점검을 위한 관계 직원과 간담,카드,
2020-05-26,,3,경조사(000 외 2명),150000,시 소속 상근직원(000 외 2명)에 대한 경조사 비용,현금,
2020-05-26,본도시락,15,민원여권담당 등,229700,민원담당자 간담회 개최에 따른 관계자 격려,카드,
2020-05-29,이마트,50,상황근무자 등,398420,코로나19 대응 재난안전상황실 근무자 격려를 위한 간식,카드,
,,,,,,,
2020-05-04,신선화로,6,재난지원금 관계자 등,78400,코로나19 긴급재난지원금 확정에 따른 후속 민생대책 협의를 위한 관계자와 오찬 간담,카드,
2020-05-04,선호,12,남동구 구의원 등,309000,남동지역 현안청취 및 현안협의를 위한 구의원 등 지역 관계자와 간담,카드,
2020-05-06,식객혼푸드뱅크,10,출입기자 등,287000,포스트 코로나 대응방안 등에 대한 여론청취를 위한 출입기자단과 간담,카드,
2020-05-07,경복궁,4,지역협력특보 등,81000,코로나19 대응 및 시정현안사항 소통 협력을 위한 관계자와 간담,카드,
2020-05-08,장봉배터집,11,문화정책특보 등,300000,문화정책분야 시정현안 협의를 위한 관계자와 만찬 간담,카드,
2020-05-11,스시웨이,6,인천아트센터 담당 등,125000,인천아트센터 운영 활성화 및 효율성 제고를 위한 관계자와 오찬 간담,카드,
2020-05-13,명동보리밥,9,보건의료 관계자 등,114000,코로나19 집단감염 발생에 따른 대응방안 논의를 위한 관계자와 간담,카드,
2020-05-14,옛날신포동대성불고기,12,건설심사과장 등,314000,지하도상가 조례 시행 추진과 관련 업무 관계자 등과 간담,카드,
2020-05-14,정글애갑오징어,6,안보특별보좌관 등,65400,군 경계철책 철거사업 관련 현안사항 협의를 위한 관계자와 간담,카드,
2020-05-15,해월토장,9,산업정책담당 등,114000,포스트 코로나 전문가 간담회 개최 관련 사전 논의를 위한 관계자와 간담,카드,
2020-05-18,대성불고기,4,인천문화재단 대표이사 등,106000,코로나19 예술인 특별지원금 지원 및 온라인 예술활동 지원사업 현황 파악을 위한 관계자와 간담,카드,
2020-05-20,옥돌정,8,복무 관계자 등,210500,코로나19 추가 확진자 발생에 따른 다중이용시설 이용 자제 등 복무관리 논의위한 간담,카드,
2020-05-21,대도가,6,건축계획과장 등,131000,건축자산 기본계획 수립 및 시행방안 협의를 위한 관계자와 간담,카드,
2020-05-26,서해뻘산낙지,12,기자단 등,240000,코로나19 소규모 집단감염에 따른 예방 및 확산방지 홍보를 위한 출입기자 등과 간담,카드,
2020-05-27,경복궁,10,민간운영사 대표 등,275000,스타트업파크 민간운영사 선정 관련 운영사 대표 등 관계자와 간담,카드,
2020-05-28,쭈꾸미일당백,6,지역협력특보 등,67000,포스트 코로나 대비 시정현안 협의를 위한 특별보좌진과 오찬 간담,카드,
2020-05-29,수라,4,남동경찰서 관계자 등,146000,집회 및 시위에 따른 청사방호 대책 논의를 위한 남동서 관계자와 간담,카드,
2020-05-29,화미소금구이,6,시의회 의원 등,165000,지하도상가 현안문제 협의를 위한 시의회 관계자와 간담,카드,
,,,,,,,
2020-04-01,유진초밥,8,예산담당 등,161000,코로나19 대응 극복을 위한 추경예산안 및 경제지원대책 수립에 노고가 많은 관계직원 격려,카드,
2020-04-03,도미노피자,113,경제대책반 운영 직원,496360,코로나19 대응관련 경제대책반 격려를 위한 간식 구입,카드,
2020-04-03,정자돼지왕갈비,7,상수도사업본부 관계자 등,126200,코로나19 대응 관련 소상공인 대상 수도요금 인하방안 협의를 위한 관계자와 간담,카드,
2020-04-03,해월토장집,3,인천e음 담당 등,36000,코로나19 대응 관련 인천e음 캐시백 상향에 따른 운영방안 논의위한 관계자와 간담,카드,
2020-04-04,스마일마트,,남동구 상황실 및 보건소,456000,코로나19 대응관련 남동구지역 방역 추진상황 방문 및 보건소 근무자 격려위한 간식 구입,카드,
2020-04-06,스마일마트,,중구 상황실 및 보건소,304000,코로나19 대응 관련 중구지역 방역 추진상황 등 주요현황 방문에 따른 관계자 격려위한 간식 구입,카드,
2020-04-06,신선화로,6,소방본부 조직예산담당 등,74300,소방공무원 국가직 전환에 따른 전결규정 개정사항 등 협의를 위한 관계자와 간담,카드,
2020-04-07,본가설렁탕,10,방호담당 등,109000,집단민원 발생에 따른 청사방호 확립방안 협의를 위한 관계자와 간담,카드,
2020-04-07,피치버스,25,문화예술과장 등,188000,코로나19 대응에 따른 종교단체 예배 등 단속추진 관계부서 격려를 위한 간식 구입,카드,
2020-04-09,엔젤푸드,,중구 상황실 근무자 등,300000,코로나19 대응관련 연수구 지역 방역 추진상황 점검에 따른 상황실 근무자 격려위한 간식 구입,카드,
2020-04-10,피치버스,50,청원경찰 등,362000,각종 시위 및 집회 등으로 노고가 많은 청원경찰 격려를 위한 간식 구입,카드,
2020-04-12,이가네찹쌀순대,4,상황근무자 등,42000,코로나19 대응관련 주말 상황근무자 격려를 위한 오찬 간담,카드,
2020-04-13,홈플러스,50,상황근무자 등,470450,코로나19 대응 관련 상황근무자 격려를 위한 간식 구입,카드,
2020-04-13,000 외 4명,5,경조사(000 외 4명),250000,시 소속 상근직원(000 외 4명)에 대한 경조사 비용,현금,
2020-04-13,피치버스,,"자원순환과, 교육협력담당관실, 보훈과, 영종청라개발과",480000,코로나19 예방 및 자원환경정책 등의 업무추진으로 노고가 많은 관계부서 격려위한 간식 구입,카드,
2020-04-13,노틀담베이커리,,계양구 보건소 등,490000,코로나19 지역사회 확산 방지를 위한 계양구 보건소 등 주요현장 방문에 따른 간식 구입,카드,
